def(PROTO),
def(JUMPLIST_ROTATE),
def(INET_SOCKETS),
def(LESSTIF_VERSION),
!def(PROTO),
def(__BORLANDC__),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_W32),
def(FEAT_GUI_W32),
def(NBDEBUG),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_SENSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(INET_SOCKETS),
def(MCH_WRITE_DUMP),
!def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
def(WSDEBUG),
def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
!def(FEAT_BEVAL),
def(WSDEBUG_TRACE),
!def(NO_CONSOLE),
def(DEBUG),
True,
def(FEAT_GUI),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
