def(__BORLANDC__),
def(_WIN32),
def(FEAT_TERMRESPONSE),
def(WIN32),
def(FEAT_BEVAL),
def(WSDEBUG_TRACE),
def(WSDEBUG),
def(FEAT_SUN_WORKSHOP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(PROTO),
def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
!def(FEAT_GUI_GTK),
def(PROTO),
def(DEBUG),
def(FEAT_GUI),
!def(NO_CONSOLE),
True,
def(JUMPLIST_ROTATE),
!def(INET_SOCKETS),
def(WSDEBUG_SENSE),
def(MAIN),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
!def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(NBDEBUG),
def(FEAT_GUI_GTK),
