!def(PROTO),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
def(PROTO),
def(__BORLANDC__),
def(FEAT_BEVAL),
def(NBDEBUG),
def(FEAT_GUI),
def(FEAT_TOOLBAR),
def(FEAT_TERMRESPONSE),
def(LESSTIF_VERSION),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
def(WSDEBUG_SENSE),
!def(INET_SOCKETS),
def(WSDEBUG),
def(INET_SOCKETS),
def(MCH_WRITE_DUMP),
def(FEAT_SUN_WORKSHOP),
!def(NO_CONSOLE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(DEBUG),
!def(FEAT_GUI_GTK),
