!def(FEAT_GUI_W32),
def(NBDEBUG),
def(FEAT_MBYTE),
True,
def(JUMPLIST_ROTATE),
def(WSDEBUG_SENSE),
def(FEAT_CLIPBOARD),
def(FEAT_FKMAP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(MCH_WRITE_DUMP),
def(LESSTIF_VERSION),
def(WSDEBUG_TRACE),
def(DEBUG),
!def(INET_SOCKETS),
def(PROTO),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_BEVAL),
!def(NO_CONSOLE),
def(FEAT_GUI_GTK),
def(INET_SOCKETS),
!def(PROTO),
def(WSDEBUG),
def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(__BORLANDC__),
def(FEAT_GUI_W32),
def(FEAT_RIGHTLEFT),
