!def(INET_SOCKETS),
def(__BORLANDC__),
def(JUMPLIST_ROTATE),
def(FEAT_GUI),
def(INET_SOCKETS),
def(PROTO),
def(WSDEBUG_TRACE),
def(LESSTIF_VERSION),
def(WSDEBUG_SENSE),
def(DEBUG),
!def(NO_CONSOLE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
True,
def(WSDEBUG),
def(MCH_WRITE_DUMP),
def(FEAT_GUI_W32),
def(FEAT_BEVAL),
def(FEAT_SUN_WORKSHOP),
!def(PROTO),
def(MAIN),
def(NBDEBUG),
!def(FEAT_GUI_GTK),
def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
def(FEAT_TOOLBAR),
