def(FEAT_BEVAL),
!def(PROTO),
!def(NO_CONSOLE),
def(MCH_WRITE_DUMP),
def(FEAT_GUI_GTK),
True,
def(JUMPLIST_ROTATE),
def(WSDEBUG_TRACE),
def(WSDEBUG_SENSE),
def(FEAT_TOOLBAR),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
def(PROTO),
def(DEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_BEVAL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG),
def(LESSTIF_VERSION),
def(INET_SOCKETS),
def(NBDEBUG),
def(__BORLANDC__),
!def(FEAT_GUI_W32),
!def(INET_SOCKETS),
def(FEAT_GUI),
def(FEAT_GUI_W32),
