def(FEAT_PROFILE),
def(NBDEBUG),
def(JUMPLIST_ROTATE),
def(_WIN32),
def(__MINT__),
!def(FEAT_GUI_GTK),
def(WSDEBUG),
!def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(INET_SOCKETS),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_GUI_W32),
def(FEAT_BEVAL),
def(WSDEBUG_TRACE),
!def(FEAT_PROFILE),
def(WIN32),
def(MAIN),
def(PROTO),
def(FEAT_JOB_CHANNEL),
def(FEAT_TOOLBAR),
def(DEBUG),
def(WSDEBUG_SENSE),
def(FEAT_TERMRESPONSE),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
!def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
def(FEAT_GUI),
True,
