!def(NO_CONSOLE),
def(INET_SOCKETS),
def(NBDEBUG),
def(FEAT_SUN_WORKSHOP),
def(DEBUG),
True,
!def(INET_SOCKETS),
def(WSDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI),
def(FEAT_GUI_GTK),
def(__BORLANDC__),
def(FEAT_TOOLBAR),
def(LESSTIF_VERSION),
def(MAIN),
def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
!def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(WIN32),
def(WSDEBUG_TRACE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(PROTO),
def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
def(_WIN32),
!def(FEAT_GUI_GTK),
def(PROTO),
def(WSDEBUG_SENSE),
