!def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
def(NBDEBUG),
True,
!def(NO_CONSOLE),
def(MCH_WRITE_DUMP),
!def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
!def(PROTO),
def(PROTO),
def(FEAT_SUN_WORKSHOP),
def(INET_SOCKETS),
def(WSDEBUG_SENSE),
!def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI),
!def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
def(FEAT_BEVAL),
def(LESSTIF_VERSION),
def(WSDEBUG_TRACE),
def(FEAT_TOOLBAR),
def(WSDEBUG),
def(DEBUG),
def(__BORLANDC__),
