def(__BORLANDC__),
def(FEAT_CLIPBOARD),
def(NBDEBUG),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_SENSE),
def(INET_SOCKETS),
!def(NO_CONSOLE),
def(WSDEBUG),
def(FEAT_GUI),
True,
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
def(FEAT_GUI_GTK),
def(FEAT_MBYTE),
def(LESSTIF_VERSION),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_W32),
def(FEAT_BEVAL),
def(PROTO),
def(WSDEBUG_TRACE),
!def(PROTO),
!def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
def(MCH_WRITE_DUMP),
!def(FEAT_GUI_W32),
def(DEBUG),
