def(JUMPLIST_ROTATE),
def(WSDEBUG_TRACE),
def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
def(WSDEBUG),
def(DEBUG),
!def(FEAT_PROFILE),
def(WSDEBUG_SENSE),
!def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
True,
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_SUN_WORKSHOP),
def(_WIN32),
def(FEAT_TERMRESPONSE),
def(FEAT_JOB_CHANNEL),
def(FEAT_PROFILE),
def(FEAT_MBYTE),
def(NBDEBUG),
def(FEAT_GUI),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(WIN32),
def(FEAT_GUI_W32),
!def(FEAT_GUI_W32),
def(INET_SOCKETS),
def(LESSTIF_VERSION),
def(MAIN),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(PROTO),
def(__MINT__),
