def(FEAT_TOOLBAR),
!def(INET_SOCKETS),
def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
def(MAIN),
def(DEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
!def(FEAT_GUI_GTK),
def(PROTO),
def(JUMPLIST_ROTATE),
def(__MINT__),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(INET_SOCKETS),
def(WIN32),
!def(FEAT_GUI_W32),
True,
def(NBDEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_GUI),
def(FEAT_TERMRESPONSE),
def(LESSTIF_VERSION),
def(_WIN32),
def(WSDEBUG),
(def(USE_WS_ERRORHANDLER)&def(WSDEBUG)),
(def(USE_NB_ERRORHANDLER)&def(NBDEBUG)),
