!def(NO_CONSOLE),
def(FEAT_GUI),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_TRACE),
def(FEAT_TOOLBAR),
def(LESSTIF_VERSION),
def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(MCH_WRITE_DUMP),
def(FEAT_EMACS_TAGS),
def(JUMPLIST_ROTATE),
def(FEAT_FKMAP),
def(FEAT_RIGHTLEFT),
def(FEAT_MBYTE),
def(WSDEBUG_SENSE),
def(FEAT_GUI_W32),
True,
!def(INET_SOCKETS),
!def(FEAT_BEVAL),
!def(FEAT_EMACS_TAGS),
def(FEAT_BEVAL),
def(FEAT_CLIPBOARD),
def(__BORLANDC__),
def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
def(NBDEBUG),
def(WSDEBUG),
def(FEAT_SUN_WORKSHOP),
def(DEBUG),
def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
!def(PROTO),
