def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(INET_SOCKETS),
!def(NO_CONSOLE),
def(JUMPLIST_ROTATE),
def(WSDEBUG),
True,
def(LESSTIF_VERSION),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_BEVAL),
!def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
def(FEAT_GUI_GTK),
def(INET_SOCKETS),
def(DEBUG),
def(FEAT_GUI),
def(FEAT_TOOLBAR),
def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
def(MCH_WRITE_DUMP),
def(FEAT_TERMRESPONSE),
def(__BORLANDC__),
!def(FEAT_GUI_W32),
def(NBDEBUG),
def(WSDEBUG_TRACE),
!def(PROTO),
