def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
def(FEAT_TERMRESPONSE),
def(LESSTIF_VERSION),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(INET_SOCKETS),
def(WSDEBUG_TRACE),
def(DEBUG),
def(FEAT_GUI_GTK),
!def(PROTO),
def(__BORLANDC__),
!def(NO_CONSOLE),
!def(FEAT_GUI_W32),
def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(FEAT_GUI),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(NBDEBUG),
!def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
def(WSDEBUG),
True,
def(FEAT_TOOLBAR),
def(PROTO),
