def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
def(WSDEBUG_TRACE),
!def(NO_CONSOLE),
def(FEAT_BEVAL),
def(FEAT_GUI),
def(NBDEBUG),
def(WSDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
def(MCH_WRITE_DUMP),
def(FEAT_GUI_W32),
!def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
def(INET_SOCKETS),
True,
def(DEBUG),
def(FEAT_GUI_GTK),
def(PROTO),
def(__BORLANDC__),
def(WSDEBUG_SENSE),
!def(PROTO),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_W32),
