def(JUMPLIST_ROTATE),
def(FEAT_GUI),
def(DEBUG),
def(INET_SOCKETS),
!def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(MAIN),
def(FEAT_MBYTE),
def(WSDEBUG_TRACE),
def(WSDEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(NBDEBUG),
def(WIN32),
def(FEAT_BEVAL),
def(LESSTIF_VERSION),
def(WSDEBUG_SENSE),
!def(FEAT_PROFILE),
def(_WIN32),
def(FEAT_PROFILE),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_W32),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
True,
def(PROTO),
def(FEAT_JOB_CHANNEL),
def(__MINT__),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_SUN_WORKSHOP),
