def(WSDEBUG_TRACE),
def(FEAT_PROFILE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(JUMPLIST_ROTATE),
def(FEAT_BEVAL_GUI),
def(__MINT__),
True,
def(WIN32),
def(LESSTIF_VERSION),
def(WSDEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(INET_SOCKETS),
!def(INET_SOCKETS),
def(PROTO),
def(FEAT_JOB_CHANNEL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_MBYTE),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_GUI),
!def(FEAT_PROFILE),
def(FEAT_CLIPBOARD),
def(FEAT_TOOLBAR),
def(WSDEBUG_SENSE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(DEBUG),
def(FEAT_TERMRESPONSE),
def(MAIN),
def(NBDEBUG),
!def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
def(FEAT_GUI_W32),
def(_WIN32),
def(FEAT_BEVAL),
