def(FEAT_MBYTE),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_W32),
def(FEAT_GUI),
def(FEAT_FKMAP),
!def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
def(NBDEBUG),
def(PROTO),
def(MCH_WRITE_DUMP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_CLIPBOARD),
def(__BORLANDC__),
!def(PROTO),
!def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
def(FEAT_RIGHTLEFT),
True,
def(DEBUG),
!def(NO_CONSOLE),
def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
def(WSDEBUG_SENSE),
def(WSDEBUG),
def(WSDEBUG_TRACE),
def(LESSTIF_VERSION),
def(INET_SOCKETS),
