def(FEAT_MBYTE),
def(PROTO),
def(WSDEBUG_SENSE),
def(FEAT_TERMRESPONSE),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_TRACE),
def(FEAT_TOOLBAR),
def(DEBUG),
def(INET_SOCKETS),
def(NBDEBUG),
def(MCH_WRITE_DUMP),
!def(FEAT_GUI_W32),
!def(NO_CONSOLE),
def(JUMPLIST_ROTATE),
def(__BORLANDC__),
def(LESSTIF_VERSION),
!def(PROTO),
def(WSDEBUG),
True,
def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_BEVAL),
def(FEAT_GUI),
def(FEAT_CLIPBOARD),
def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
