def(FEAT_BEVAL),
def(WSDEBUG_TRACE),
def(INET_SOCKETS),
def(DEBUG),
def(LESSTIF_VERSION),
!def(FEAT_GUI_GTK),
!def(FEAT_BEVAL),
def(RISCOS),
!def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(__BORLANDC__),
!def(PROTO),
def(NBDEBUG),
def(FEAT_GUI),
True,
!def(NO_CONSOLE),
def(FEAT_GUI_W32),
def(FEAT_RIGHTLEFT),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_FKMAP),
!def(INET_SOCKETS),
def(FEAT_MBYTE),
def(WSDEBUG_SENSE),
def(PROTO),
def(FEAT_GUI_GTK),
!def(FEAT_MBYTE),
!def(RISCOS),
def(WSDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(MCH_WRITE_DUMP),
