(!def(FEAT_BEVAL)&def(WSDEBUG_TRACE)),
def(FEAT_TERMRESPONSE),
def(FEAT_DND),
def(EBCDIC),
def(FEAT_GUI),
!def(EBCDIC),
(!def(FEAT_BEVAL)&def(FEAT_TOOLBAR)),
!def(RISCOS),
def(FEAT_MBYTE),
(!def(FEAT_BEVAL)&def(WSDEBUG_SENSE)),
(!def(FEAT_BEVAL)&def(FEAT_MBYTE_IME)),
def(FEAT_RIGHTLEFT),
(!def(FEAT_GUI_MOTIF)&!def(FEAT_GUI_GTK)),
!def(NO_CONSOLE),
def(FEAT_TOOLBAR),
(!def(FEAT_GUI_MOTIF)&!def(FEAT_GUI_GTK)&def(FEAT_GUI_W32)),
def(DEBUG),
!def(FEAT_BEVAL),
def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_W32),
!def(LESSTIF_VERSION),
def(LESSTIF_VERSION),
(!def(FEAT_BEVAL)&def(NOIME)),
True,
