(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI),
def(MAIN),
!def(FEAT_GUI_W32),
def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(NBDEBUG),
(def(USE_WS_ERRORHANDLER)&def(WSDEBUG)),
def(WSDEBUG),
def(LESSTIF_VERSION),
def(PROTO),
(def(USE_NB_ERRORHANDLER)&def(NBDEBUG)),
def(DEBUG),
True,
def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
def(__MINT__),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(WIN32),
def(_WIN32),
