def(FEAT_TOOLBAR),
def(MCH_WRITE_DUMP),
!def(NO_CONSOLE),
!def(INET_SOCKETS),
def(FEAT_MBYTE),
def(WSDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_GTK),
!def(PROTO),
def(FEAT_TERMRESPONSE),
def(__BORLANDC__),
!def(FEAT_GUI_GTK),
def(NBDEBUG),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_W32),
def(FEAT_CLIPBOARD),
def(FEAT_SUN_WORKSHOP),
def(FEAT_BEVAL),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(INET_SOCKETS),
def(WSDEBUG_TRACE),
True,
def(DEBUG),
def(WSDEBUG_SENSE),
def(FEAT_GUI),
def(PROTO),
def(LESSTIF_VERSION),
def(FEAT_GUI_W32),
