!def(NO_CONSOLE),
def(FEAT_TERMRESPONSE),
def(__BORLANDC__),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
!def(FEAT_BEVAL),
def(FEAT_FKMAP),
def(NBDEBUG),
def(MCH_WRITE_DUMP),
def(DEBUG),
def(FEAT_RIGHTLEFT),
True,
def(FEAT_MBYTE),
def(LESSTIF_VERSION),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_W32),
def(FEAT_GUI),
!def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
def(WSDEBUG),
def(PROTO),
!def(PROTO),
!def(INET_SOCKETS),
