def(INET_SOCKETS),
def(FEAT_GUI),
def(MCH_WRITE_DUMP),
def(DEBUG),
!def(PROTO),
def(NBDEBUG),
def(FEAT_TERMRESPONSE),
!def(FEAT_RIGHTLEFT),
def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
def(FEAT_TOOLBAR),
def(__BORLANDC__),
def(FEAT_BEVAL),
!def(FEAT_BEVAL),
!def(INET_SOCKETS),
def(FEAT_MBYTE),
def(WSDEBUG_TRACE),
def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_CLIPBOARD),
def(WSDEBUG_SENSE),
def(FEAT_FKMAP),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG),
True,
def(PROTO),
def(FEAT_RIGHTLEFT),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_W32),
!def(NO_CONSOLE),
