def(WSDEBUG_TRACE),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG),
def(JUMPLIST_ROTATE),
def(WSDEBUG_SENSE),
def(MCH_WRITE_DUMP),
def(LESSTIF_VERSION),
def(DEBUG),
!def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
!def(FEAT_GUI_GTK),
def(FEAT_GUI),
def(NBDEBUG),
def(INET_SOCKETS),
!def(FEAT_BEVAL),
def(PROTO),
def(FEAT_BEVAL),
!def(NO_CONSOLE),
def(__BORLANDC__),
def(FEAT_GUI_W32),
def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
!def(PROTO),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
