def(FEAT_MBYTE),
def(FEAT_BEVAL_GUI),
def(INET_SOCKETS),
def(WSDEBUG_TRACE),
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_W32),
def(PROTO),
!def(FEAT_GUI_GTK),
def(WIN32),
def(FEAT_GUI),
def(FEAT_BEVAL),
def(FEAT_PROFILE),
!def(FEAT_PROFILE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(__MINT__),
def(NBDEBUG),
True,
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_CLIPBOARD),
!def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TERMRESPONSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(_WIN32),
def(LESSTIF_VERSION),
def(WSDEBUG_SENSE),
def(FEAT_JOB_CHANNEL),
def(DEBUG),
def(WSDEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(MAIN),
!def(INET_SOCKETS),
