(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WIN32),
!def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(NBDEBUG),
def(FEAT_JOB_CHANNEL),
def(WSDEBUG_SENSE),
def(LESSTIF_VERSION),
def(MAIN),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(DEBUG),
!def(FEAT_PROFILE),
def(WSDEBUG),
!def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(FEAT_PROFILE),
def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
def(__MINT__),
True,
def(FEAT_BEVAL_GUI),
def(_WIN32),
!def(INET_SOCKETS),
def(PROTO),
def(WSDEBUG_TRACE),
def(FEAT_TOOLBAR),
