def(FEAT_SUN_WORKSHOP),
def(FEAT_BEVAL),
def(DEBUG),
def(INET_SOCKETS),
def(LESSTIF_VERSION),
!def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
def(FEAT_GUI),
def(MCH_WRITE_DUMP),
!def(PROTO),
def(__BORLANDC__),
def(WSDEBUG),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(PROTO),
!def(INET_SOCKETS),
def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
def(WSDEBUG_TRACE),
def(NBDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
