def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_W32),
def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(PROTO),
def(__BORLANDC__),
!def(PROTO),
!def(NO_CONSOLE),
def(FEAT_TOOLBAR),
def(FEAT_BEVAL),
def(NBDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
def(FEAT_GUI),
def(JUMPLIST_ROTATE),
def(INET_SOCKETS),
!def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
def(LESSTIF_VERSION),
def(FEAT_TERMRESPONSE),
def(WSDEBUG),
def(DEBUG),
!def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
def(WSDEBUG_TRACE),
def(WSDEBUG_SENSE),
