def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(WSDEBUG),
def(DEBUG),
!def(FEAT_GUI_W32),
def(NBDEBUG),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_BEVAL),
def(WSDEBUG_TRACE),
!def(NO_CONSOLE),
def(JUMPLIST_ROTATE),
def(FEAT_GUI),
def(FEAT_CLIPBOARD),
def(FEAT_MBYTE),
!def(INET_SOCKETS),
def(MCH_WRITE_DUMP),
!def(FEAT_GUI_GTK),
def(FEAT_RIGHTLEFT),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
!def(PROTO),
def(FEAT_FKMAP),
def(LESSTIF_VERSION),
def(FEAT_TERMRESPONSE),
def(INET_SOCKETS),
def(FEAT_BEVAL),
def(__BORLANDC__),
