def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
def(INET_SOCKETS),
def(__BORLANDC__),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(NBDEBUG),
def(WSDEBUG),
True,
def(DEBUG),
def(FEAT_GUI),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_FKMAP),
def(MCH_WRITE_DUMP),
!def(NO_CONSOLE),
def(PROTO),
!def(FEAT_GUI_W32),
def(FEAT_BEVAL),
def(FEAT_CLIPBOARD),
!def(FEAT_BEVAL),
!def(PROTO),
def(LESSTIF_VERSION),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_GTK),
def(FEAT_MBYTE),
!def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(WSDEBUG_SENSE),
def(FEAT_GUI_W32),
def(FEAT_RIGHTLEFT),
