def(__BORLANDC__),
def(MCH_WRITE_DUMP),
True,
!def(FEAT_GUI_GTK),
def(INET_SOCKETS),
!def(FEAT_BEVAL),
def(FEAT_BEVAL),
def(NBDEBUG),
def(PROTO),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TOOLBAR),
!def(NO_CONSOLE),
def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
def(DEBUG),
def(LESSTIF_VERSION),
def(FEAT_GUI),
!def(FEAT_GUI_W32),
!def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_TRACE),
!def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_W32),
