def(MAIN),
def(FEAT_BEVAL),
def(WSDEBUG_TRACE),
def(FEAT_SUN_WORKSHOP),
!def(INET_SOCKETS),
def(PROTO),
True,
def(FEAT_TERMRESPONSE),
def(WIN32),
def(INET_SOCKETS),
def(FEAT_TOOLBAR),
def(JUMPLIST_ROTATE),
def(WSDEBUG),
def(LESSTIF_VERSION),
def(DEBUG),
def(NBDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_W32),
!def(NO_CONSOLE),
def(_WIN32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(FEAT_GUI),
!def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
