def(JUMPLIST_ROTATE),
def(FEAT_BEVAL),
def(WIN32),
def(_WIN32),
def(FEAT_RIGHTLEFT),
def(WSDEBUG),
def(FEAT_GUI_W32),
def(INET_SOCKETS),
!def(FEAT_GUI_W32),
def(DEBUG),
!def(INET_SOCKETS),
def(NBDEBUG),
def(WSDEBUG_SENSE),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
def(MAIN),
def(FEAT_TERMRESPONSE),
def(FEAT_MBYTE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_FKMAP),
def(PROTO),
def(WSDEBUG_TRACE),
True,
!def(NO_CONSOLE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(FEAT_GUI),
