def(WSDEBUG_TRACE),
def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(WSDEBUG),
def(FEAT_TOOLBAR),
def(NBDEBUG),
def(DEBUG),
def(_WIN32),
!def(FEAT_PROFILE),
def(MAIN),
def(FEAT_BEVAL),
def(INET_SOCKETS),
True,
def(FEAT_TERMRESPONSE),
def(JUMPLIST_ROTATE),
def(FEAT_JOB_CHANNEL),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_GUI),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_SENSE),
def(FEAT_PROFILE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(PROTO),
def(__MINT__),
def(WIN32),
!def(FEAT_GUI_W32),
