def(INET_SOCKETS),
def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
def(DEBUG),
!def(NO_CONSOLE),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_W32),
!def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
def(MAIN),
def(WSDEBUG_TRACE),
def(JUMPLIST_ROTATE),
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI),
def(WIN32),
def(NBDEBUG),
True,
def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_BEVAL),
def(LESSTIF_VERSION),
def(WSDEBUG),
def(_WIN32),
