def(WSDEBUG_TRACE),
def(INET_SOCKETS),
def(MAIN),
!def(INET_SOCKETS),
def(WSDEBUG),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_MBYTE),
def(FEAT_RIGHTLEFT),
!def(NO_CONSOLE),
def(FEAT_GUI),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(FEAT_BEVAL),
def(WIN32),
!def(FEAT_GUI_GTK),
def(_WIN32),
def(NBDEBUG),
def(WSDEBUG_SENSE),
def(FEAT_TERMRESPONSE),
def(LESSTIF_VERSION),
def(FEAT_FKMAP),
True,
def(DEBUG),
def(FEAT_TOOLBAR),
def(FEAT_GUI_W32),
def(PROTO),
