!def(NO_CONSOLE),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_GTK),
def(DEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
True,
def(__BORLANDC__),
def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
def(FEAT_MBYTE),
def(FEAT_GUI),
def(FEAT_BEVAL),
!def(INET_SOCKETS),
!def(PROTO),
def(FEAT_RIGHTLEFT),
def(MCH_WRITE_DUMP),
def(WSDEBUG),
def(JUMPLIST_ROTATE),
def(FEAT_FKMAP),
!def(FEAT_BEVAL),
def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
def(PROTO),
def(NBDEBUG),
!def(FEAT_GUI_W32),
