def(NBDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(NO_CONSOLE),
!def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
!def(PROTO),
def(LESSTIF_VERSION),
def(DEBUG),
def(PROTO),
def(FEAT_GUI_W32),
!def(INET_SOCKETS),
def(INET_SOCKETS),
def(FEAT_TOOLBAR),
def(FEAT_GUI_GTK),
def(__BORLANDC__),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI),
def(WSDEBUG),
!def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_SENSE),
def(FEAT_TERMRESPONSE),
def(MCH_WRITE_DUMP),
def(WSDEBUG_TRACE),
True,
