def(WSDEBUG_SENSE),
def(MCH_WRITE_DUMP),
def(JUMPLIST_ROTATE),
def(FEAT_MBYTE),
def(NBDEBUG),
!def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
def(PROTO),
!def(INET_SOCKETS),
def(FEAT_BEVAL),
def(INET_SOCKETS),
def(FEAT_EMACS_TAGS),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
def(FEAT_RIGHTLEFT),
def(LESSTIF_VERSION),
def(FEAT_GUI),
def(__BORLANDC__),
def(DEBUG),
True,
def(FEAT_TOOLBAR),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_FKMAP),
!def(FEAT_EMACS_TAGS),
def(WSDEBUG),
!def(PROTO),
!def(NO_CONSOLE),
def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
