def(MAIN),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(NO_CONSOLE),
def(WSDEBUG_SENSE),
def(NBDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
def(WIN32),
!def(INET_SOCKETS),
def(FEAT_GUI),
def(PROTO),
def(FEAT_GUI_W32),
def(WSDEBUG),
def(FEAT_TOOLBAR),
def(FEAT_BEVAL),
def(DEBUG),
def(_WIN32),
def(LESSTIF_VERSION),
def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_GTK),
def(FEAT_MBYTE),
def(WSDEBUG_TRACE),
