def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(MAIN),
def(WSDEBUG_SENSE),
def(__BORLANDC__),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(INET_SOCKETS),
def(_WIN32),
def(FEAT_BEVAL),
!def(NO_CONSOLE),
def(WIN32),
def(PROTO),
!def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(DEBUG),
def(FEAT_GUI),
def(NBDEBUG),
def(WSDEBUG_TRACE),
def(MCH_WRITE_DUMP),
!def(FEAT_GUI_GTK),
True,
def(LESSTIF_VERSION),
!def(PROTO),
def(WSDEBUG),
!def(FEAT_GUI_W32),
