def(PROTO),
!def(PROTO),
def(FEAT_GUI_W32),
def(NBDEBUG),
True,
def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
def(WSDEBUG_TRACE),
def(MCH_WRITE_DUMP),
!def(FEAT_RIGHTLEFT),
!def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_GTK),
!def(FEAT_MBYTE),
!def(NO_CONSOLE),
!def(FEAT_GUI_GTK),
def(FEAT_RIGHTLEFT),
def(INET_SOCKETS),
def(FEAT_CLIPBOARD),
def(FEAT_GUI),
!def(INET_SOCKETS),
!def(FEAT_BEVAL),
def(__BORLANDC__),
def(WSDEBUG_SENSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_MBYTE),
def(DEBUG),
def(FEAT_TOOLBAR),
def(WSDEBUG),
