def(WSDEBUG_TRACE),
def(FEAT_FKMAP),
def(__BORLANDC__),
!def(INET_SOCKETS),
def(WSDEBUG_SENSE),
def(FEAT_MBYTE),
def(FEAT_TOOLBAR),
def(WSDEBUG),
def(DEBUG),
!def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
def(FEAT_TERMRESPONSE),
!def(NO_CONSOLE),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI),
def(FEAT_GUI_W32),
True,
def(PROTO),
!def(PROTO),
def(INET_SOCKETS),
def(NBDEBUG),
def(MCH_WRITE_DUMP),
def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
def(FEAT_RIGHTLEFT),
def(FEAT_BEVAL),
