def(INET_SOCKETS),
def(DEBUG),
def(NBDEBUG),
def(FEAT_TERMRESPONSE),
def(FEAT_FKMAP),
def(__BORLANDC__),
def(FEAT_GUI_GTK),
def(FEAT_RIGHTLEFT),
def(FEAT_MBYTE),
True,
def(WSDEBUG),
def(WSDEBUG_SENSE),
def(FEAT_GUI_W32),
!def(FEAT_EMACS_TAGS),
def(FEAT_SUN_WORKSHOP),
def(RISCOS),
def(FEAT_TOOLBAR),
def(FEAT_BEVAL),
!def(NO_CONSOLE),
def(LESSTIF_VERSION),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(MCH_WRITE_DUMP),
def(WSDEBUG_TRACE),
!def(FEAT_BEVAL),
!def(RISCOS),
def(FEAT_GUI),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_MBYTE),
!def(PROTO),
!def(INET_SOCKETS),
def(PROTO),
!def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
def(FEAT_EMACS_TAGS),
