def(FEAT_MBYTE),
(def(FEAT_BEVAL)&!def(FEAT_GUI_GTK)&(!def(FEAT_GUI_GTK)|!def(FEAT_BEVAL))),
!def(FEAT_MBYTE),
!def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI),
(!def(FEAT_BEVAL)&def(FEAT_TOOLBAR)),
(!def(PROTO)&!def(__BORLANDC__)),
!def(EBCDIC),
(!def(FEAT_BEVAL)&def(FEAT_MBYTE_IME)),
!def(LESSTIF_VERSION),
def(WSDEBUG_SENSE),
True,
!def(RISCOS),
def(EBCDIC),
def(FEAT_BEVAL),
def(FEAT_GUI_W32),
!def(NO_CONSOLE),
(def(FEAT_GUI_GTK)&def(FEAT_BEVAL)),
(!def(FEAT_BEVAL)&def(NOIME)),
def(LESSTIF_VERSION),
def(FEAT_FKMAP),
def(WSDEBUG_TRACE),
def(FEAT_TOOLBAR),
def(FEAT_DND),
