def(MCH_WRITE_DUMP),
def(WSDEBUG),
def(EBCDIC),
!def(FEAT_MBYTE),
def(__BORLANDC__),
!def(FEAT_GUI_W32),
!def(NO_CONSOLE),
def(PROTO),
def(WSDEBUG_TRACE),
def(RISCOS),
def(FEAT_GUI),
!def(PROTO),
def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
!def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
True,
!def(EBCDIC),
!def(RISCOS),
def(FEAT_TERMRESPONSE),
def(FEAT_BEVAL),
def(FEAT_MBYTE),
def(DEBUG),
def(NBDEBUG),
def(JUMPLIST_ROTATE),
def(FEAT_FKMAP),
!def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TOOLBAR),
