def(FEAT_MBYTE),
def(NBDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(DEBUG),
def(JUMPLIST_ROTATE),
def(FEAT_TERMRESPONSE),
def(PROTO),
def(RISCOS),
!def(INET_SOCKETS),
def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(__BORLANDC__),
!def(PROTO),
def(WSDEBUG_SENSE),
def(FEAT_BEVAL),
def(FEAT_FKMAP),
!def(FEAT_EMACS_TAGS),
def(FEAT_SUN_WORKSHOP),
def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
!def(RISCOS),
def(FEAT_RIGHTLEFT),
!def(NO_CONSOLE),
def(MCH_WRITE_DUMP),
!def(FEAT_BEVAL),
!def(FEAT_MBYTE),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_W32),
def(WSDEBUG),
True,
def(FEAT_GUI),
def(FEAT_EMACS_TAGS),
def(WSDEBUG_TRACE),
def(FEAT_GUI_GTK),
