def(MAIN),
def(FEAT_SUN_WORKSHOP),
def(__MINT__),
def(WSDEBUG_TRACE),
True,
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_BEVAL),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(DEBUG),
!def(FEAT_PROFILE),
def(FEAT_JOB_CHANNEL),
!def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
def(NBDEBUG),
def(WSDEBUG_SENSE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_GUI),
def(PROTO),
def(JUMPLIST_ROTATE),
def(WIN32),
def(FEAT_PROFILE),
def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(_WIN32),
!def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(WSDEBUG),
def(FEAT_TOOLBAR),
!def(INET_SOCKETS),
def(LESSTIF_VERSION),
