def(WSDEBUG_TRACE),
def(WIN32),
def(FEAT_SUN_WORKSHOP),
True,
!def(FEAT_BEVAL_GUI),
(def(FEAT_BEVAL_GUI)&!def(FEAT_VARTABS)&(!def(FEAT_VARTABS)|!def(FEAT_BEVAL_GUI))),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
!def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
def(WSDEBUG),
!def(FEAT_PROFILE),
def(FEAT_BEVAL_GUI),
def(ABORT_ON_INTERNAL_ERROR),
def(DEBUG),
def(INET_SOCKETS),
def(UNIX),
def(WSDEBUG_SENSE),
def(FEAT_TOOLBAR),
def(MAIN),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
(def(FEAT_VARTABS)&def(FEAT_BEVAL_GUI)),
(def(FEAT_BEVAL_GUI)&!def(FEAT_VARTABS)),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_GUI_W32),
def(NBDEBUG),
def(__MINT__),
def(PROTO),
!def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(_WIN32),
def(FEAT_JOB_CHANNEL),
!def(UNIX),
def(FEAT_PROFILE),
def(JUMPLIST_ROTATE),
def(LESSTIF_VERSION),
!def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
