def(FEAT_GUI_W32),
def(__BORLANDC__),
!def(INET_SOCKETS),
def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(FEAT_FKMAP),
!def(FEAT_GUI_GTK),
def(FEAT_RIGHTLEFT),
!def(NO_CONSOLE),
def(WSDEBUG_SENSE),
def(FEAT_SUN_WORKSHOP),
True,
!def(PROTO),
def(FEAT_TERMRESPONSE),
def(PROTO),
def(WSDEBUG),
def(MCH_WRITE_DUMP),
def(FEAT_GUI_GTK),
def(NBDEBUG),
def(WSDEBUG_TRACE),
def(FEAT_BEVAL),
def(DEBUG),
!def(FEAT_BEVAL),
def(FEAT_MBYTE),
def(FEAT_GUI),
def(LESSTIF_VERSION),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
