def(FEAT_GUI),
def(PROTO),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(WSDEBUG_SENSE),
def(FEAT_GUI_W32),
def(FEAT_JOB_CHANNEL),
def(FEAT_PROFILE),
def(_WIN32),
def(NBDEBUG),
def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
!def(INET_SOCKETS),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
True,
def(DEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(__MINT__),
def(FEAT_TERMRESPONSE),
def(MAIN),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_BEVAL),
!def(FEAT_PROFILE),
def(LESSTIF_VERSION),
def(WSDEBUG_TRACE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
def(WIN32),
def(WSDEBUG),
