!def(INET_SOCKETS),
def(WSDEBUG_TRACE),
def(FEAT_GUI_GTK),
def(FEAT_JOB_CHANNEL),
def(FEAT_BEVAL),
def(__MINT__),
def(DEBUG),
def(FEAT_TERMRESPONSE),
True,
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI),
def(PROTO),
def(MAIN),
def(NBDEBUG),
!def(FEAT_GUI_GTK),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
(def(USE_WS_ERRORHANDLER)&def(WSDEBUG)),
def(FEAT_TOOLBAR),
def(WSDEBUG),
def(WSDEBUG_SENSE),
def(JUMPLIST_ROTATE),
def(INET_SOCKETS),
!def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
(def(USE_NB_ERRORHANDLER)&def(NBDEBUG)),
def(_WIN32),
