!def(FEAT_BEVAL),
def(WSDEBUG),
def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
def(LESSTIF_VERSION),
def(FEAT_SUN_WORKSHOP),
def(FEAT_EMACS_TAGS),
!def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
def(FEAT_TERMRESPONSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(__BORLANDC__),
def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(INET_SOCKETS),
def(MCH_WRITE_DUMP),
def(FEAT_BEVAL),
def(FEAT_GUI),
def(DEBUG),
def(WSDEBUG_SENSE),
def(PROTO),
def(JUMPLIST_ROTATE),
!def(INET_SOCKETS),
!def(FEAT_EMACS_TAGS),
!def(PROTO),
!def(FEAT_GUI_W32),
def(NBDEBUG),
True,
