def(FEAT_BEVAL_GUI),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_FLOAT),
def(WSDEBUG_TRACE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_SENSE),
def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(INET_SOCKETS),
def(FEAT_RIGHTLEFT),
def(FEAT_JOB_CHANNEL),
def(FEAT_MBYTE),
True,
def(FEAT_PROFILE),
def(_WIN32),
!def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(LESSTIF_VERSION),
!def(FEAT_PROFILE),
def(FEAT_FKMAP),
def(PROTO),
def(WSDEBUG),
def(__MINT__),
def(NBDEBUG),
def(FEAT_SUN_WORKSHOP),
def(WIN32),
!def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(DEBUG),
!def(FEAT_GUI_GTK),
def(MAIN),
