def(FEAT_GUI),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(__BORLANDC__),
def(DEBUG),
!def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
def(FEAT_GUI_GTK),
True,
def(WSDEBUG_TRACE),
def(JUMPLIST_ROTATE),
def(LESSTIF_VERSION),
def(WSDEBUG_SENSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(WSDEBUG),
def(FEAT_GUI_W32),
!def(INET_SOCKETS),
def(FEAT_TOOLBAR),
def(INET_SOCKETS),
def(FEAT_BEVAL),
def(PROTO),
!def(FEAT_BEVAL),
!def(PROTO),
def(NBDEBUG),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
