!def(PROTO),
def(FEAT_GUI),
def(PROTO),
True,
!def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
!def(NO_CONSOLE),
def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
def(NBDEBUG),
!def(FEAT_BEVAL),
def(MCH_WRITE_DUMP),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_W32),
def(INET_SOCKETS),
def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
def(FEAT_GUI_GTK),
def(__BORLANDC__),
def(DEBUG),
def(WSDEBUG),
!def(INET_SOCKETS),
def(WSDEBUG_SENSE),
def(FEAT_TERMRESPONSE),
