def(FEAT_PROFILE),
def(FEAT_TERMRESPONSE),
def(DEBUG),
!def(INET_SOCKETS),
def(NBDEBUG),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_GTK),
def(FEAT_FKMAP),
def(WSDEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(UNIX),
def(FEAT_FLOAT),
def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
def(MAIN),
def(FEAT_RIGHTLEFT),
!def(UNIX),
!def(FEAT_PROFILE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_SENSE),
def(FEAT_MBYTE),
!def(FEAT_GUI_W32),
def(WIN32),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(PROTO),
def(FEAT_JOB_CHANNEL),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_TRACE),
def(INET_SOCKETS),
def(FEAT_BEVAL_GUI),
def(JUMPLIST_ROTATE),
def(_WIN32),
True,
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(LESSTIF_VERSION),
def(__MINT__),
