def(FEAT_BEVAL),
def(NBDEBUG),
def(MAIN),
def(_WIN32),
def(FEAT_GUI),
!def(FEAT_PROFILE),
True,
def(LESSTIF_VERSION),
def(DEBUG),
def(WSDEBUG),
def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
def(JUMPLIST_ROTATE),
def(WSDEBUG_SENSE),
def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(INET_SOCKETS),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_TERMRESPONSE),
def(FEAT_PROFILE),
def(FEAT_MBYTE),
!def(INET_SOCKETS),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_SUN_WORKSHOP),
def(__MINT__),
def(FEAT_JOB_CHANNEL),
!def(FEAT_GUI_W32),
