def(__MINT__),
def(FEAT_PROFILE),
def(FEAT_TERMRESPONSE),
def(MAIN),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WIN32),
def(WSDEBUG_TRACE),
def(NBDEBUG),
def(LESSTIF_VERSION),
def(WSDEBUG),
def(WSDEBUG_SENSE),
def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_JOB_CHANNEL),
True,
def(FEAT_BEVAL),
def(_WIN32),
def(FEAT_GUI),
def(JUMPLIST_ROTATE),
!def(INET_SOCKETS),
!def(FEAT_PROFILE),
def(PROTO),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_SUN_WORKSHOP),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_GUI_W32),
def(DEBUG),
