def(FEAT_JOB_CHANNEL),
def(WSDEBUG),
def(FEAT_SUN_WORKSHOP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(PROTO),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(_WIN32),
def(WSDEBUG_TRACE),
def(FEAT_GUI_W32),
!def(INET_SOCKETS),
def(MAIN),
def(FEAT_BEVAL_GUI),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_PROFILE),
def(DEBUG),
!def(FEAT_GUI_GTK),
def(NBDEBUG),
def(FEAT_FKMAP),
def(__MINT__),
def(FEAT_RIGHTLEFT),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_W32),
def(FEAT_FLOAT),
def(WSDEBUG_SENSE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_TOOLBAR),
def(LESSTIF_VERSION),
def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WIN32),
def(FEAT_TERMRESPONSE),
True,
def(FEAT_MBYTE),
!def(FEAT_PROFILE),
