def(__BORLANDC__),
!def(NO_CONSOLE),
def(PROTO),
!def(PROTO),
def(FEAT_TERMRESPONSE),
def(INET_SOCKETS),
def(DEBUG),
def(LESSTIF_VERSION),
!def(FEAT_RIGHTLEFT),
def(FEAT_GUI),
def(FEAT_FKMAP),
def(MCH_WRITE_DUMP),
!def(FEAT_GUI_GTK),
!def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
def(WSDEBUG),
def(NBDEBUG),
def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(RISCOS),
!def(INET_SOCKETS),
def(FEAT_RIGHTLEFT),
!def(RISCOS),
def(FEAT_MBYTE),
True,
def(WSDEBUG_TRACE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_MBYTE),
def(FEAT_BEVAL),
def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
